,unidad_academica,nro_inscripcion,carrera,regular,cnt_readmisiones,calidad,anio_plan_estudios,fecha_ingreso_alumno
363,FCEQN,FCEQN-5295,SAC,N,2.0,A,2010.0,12/15/1998
364,FCEQN,FCEQN-5542,101,S,1.0,A,,03/05/2003
365,FCEQN,FCEQN-5659,101,S,1.0,P,2011.0,03/01/1991
366,FCEQN,FCEQN-5233,SAC,N,2.0,P,,02/08/1996
367,FCEQN,FCEQN-5383,106,S,2.0,A,2009.0,12/14/1999
368,FCEQN,FCEQN-5195,101,S,1.0,P,2005.0,01/26/1999
369,FCEQN,FCEQN-5398,101,N,1.0,A,2009.0,03/01/2001
370,FCEQN,FCEQN-5630,SAC,N,1.0,P,2011.0,02/19/2004
371,FCEQN,FCEQN-5391,101,S,2.0,P,2008.0,03/05/2003
372,FCEQN,FCEQN-5112,106,S,0.0,A,2004.0,02/06/2003
373,FCEQN,FCEQN-5649,SAC,N,2.0,P,,03/01/2001
374,FCEQN,FCEQN-5312,106,N,1.0,A,2011.0,12/16/1997
375,FCEQN,5863,147,N,1.0,A,2009.0,02/04/1998
376,FCEQN,60,114,N,2.0,P,2003.0,07/20/1989
377,FCEQN,309,104,N,1.0,P,2011.0,12/15/1998
378,FCEQN,428,114,S,0.0,A,2008.0,02/19/2004
379,FCEQN,775,102,S,0.0,A,,03/01/1992
380,FCEQN,1041,170,S,2.0,A,2005.0,03/01/2001
381,FCEQN,1568,143,S,2.0,A,2012.0,02/19/2004
382,FCEQN,3365,102,N,2.0,P,2007.0,04/18/2005
383,FCEQN,1963,172,S,1.0,A,2004.0,04/24/2005
384,FCEQN,2010,105,N,2.0,P,2011.0,04/26/2005
385,FCEQN,3219,104,N,2.0,A,2007.0,04/26/2005
386,FCEQN,4319,111,S,0.0,A,2009.0,08/07/2005
387,FCEQN,4424,172,N,0.0,A,2006.0,04/27/2006
388,FCEQN,4470,147,S,0.0,P,2000.0,12/04/2006
389,FCEQN,4683,172,N,0.0,A,2000.0,12/04/2006
390,FCEQN,4687,600,N,1.0,A,2008.0,12/06/2006
391,FCEQN,4815,172,S,2.0,P,2004.0,12/06/2006
392,FCEQN,5103,101,N,1.0,A,2008.0,12/18/2006
393,FCEQN,5204,170,S,1.0,A,2012.0,12/18/2006
394,FCEQN,6697,147,N,2.0,P,2010.0,12/21/2006
395,FCEQN,6984,143,N,1.0,P,2003.0,12/26/2006
396,FCEQN,FCEQN-285,172,N,0.0,P,2005.0,02/04/2007
397,FCEQN,FCEQN-444,102,S,1.0,P,2006.0,02/04/2007
398,FCEQN,FCEQN-630,104,S,2.0,A,2009.0,02/07/2007
399,FCEQN,FCEQN-1555,102,N,0.0,P,2004.0,02/08/2007
400,FCEQN,FCEQN-1605,143,S,1.0,A,2007.0,05/02/2006
401,FCEQN,FCEQN-1652,101,N,2.0,P,2012.0,05/11/2006
402,FCEQN,FCEQN-1112,147,S,2.0,A,2004.0,05/15/2006
403,FCEQN,FCEQN-1173,114,S,2.0,P,2003.0,06/13/2006
404,FCEQN,FCEQN-1432,104,N,0.0,P,2000.0,06/13/2006
405,FCEQN,FCEQN-2298,102,S,0.0,A,2006.0,06/13/2006
406,FCEQN,FCEQN-2313,170,S,1.0,P,2006.0,02/19/2007
407,FCEQN,FCEQN-2462,102,N,2.0,P,2014.0,02/25/2007
408,FCEQN,FCEQN-2505,111,S,1.0,A,,12/02/2007
409,FCEQN,FCEQN-2614,170,N,0.0,P,2007.0,12/18/2007
410,FCEQN,FCEQN-2647,143,S,0.0,A,2009.0,12/19/2007
411,FCEQN,FCEQN-2721,102,N,0.0,P,2000.0,12/01/2008
412,FCEQN,FCEQN-2914,102,S,1.0,P,2011.0,12/04/2008
413,FCEQN,FCEQN-3074,104,S,1.0,A,2009.0,12/09/2008
414,FCEQN,FCEQN-3180,143,S,1.0,P,2012.0,12/16/2008
415,FCEQN,FCEQN-3311,147,N,1.0,A,2012.0,03/18/2010
416,FCEQN,FCEQN-3326,170,N,0.0,P,2009.0,03/28/2010
417,FCEQN,FCEQN-3458,147,S,1.0,A,2009.0,03/29/2010
418,FCEQN,FCEQN-3459,111,N,0.0,A,2004.0,03/29/2010
419,FCEQN,FCEQN-3536,102,S,1.0,P,2007.0,03/29/2010
420,FCEQN,FCEQN-3648,102,N,1.0,P,2007.0,03/29/2010
421,FCEQN,FCEQN-3667,172,N,0.0,A,2012.0,04/04/2010
422,FCEQN,FCEQN-3682,102,S,1.0,P,,04/04/2010
423,FCEQN,FCEQN-3684,102,S,0.0,A,2014.0,04/05/2010
424,FCEQN,FCEQN-3777,106,N,0.0,A,2000.0,04/05/2010
425,FCEQN,FCEQN-3793,170,S,1.0,A,,04/05/2010
426,FCEQN,FCEQN-3958,143,N,2.0,P,2012.0,04/05/2010
427,FCEQN,FCEQN-4120,105,N,1.0,A,2008.0,04/05/2010
428,FCEQN,FCEQN-4157,143,S,2.0,A,2008.0,04/06/2010
429,FCEQN,FCEQN-4173,101,S,1.0,P,2000.0,04/06/2010
430,FCEQN,FCEQN-4184,102,S,0.0,A,2000.0,04/07/2010
431,FCEQN,FCEQN-4193,106,S,0.0,A,2003.0,04/07/2010
432,FCEQN,FCEQN-4194,102,N,2.0,P,2014.0,04/08/2010
433,FCEQN,FCEQN-4206,102,N,1.0,P,2004.0,04/11/2010
434,FCEQN,FCEQN-4259,106,N,0.0,P,2012.0,04/11/2010
435,FCEQN,FCEQN-4281,102,N,2.0,P,2007.0,04/11/2010
436,FCEQN,FCEQN-4460,170,N,0.0,P,2006.0,04/13/2010
437,FCEQN,FCEQN-4582,105,S,1.0,P,2007.0,04/14/2010
438,FCEQN,FCEQN-4604,102,N,1.0,A,2010.0,09/08/2010
439,FCEQN,FCEQN-4620,SAC,S,2.0,P,2010.0,12/05/2010
440,FCEQN,FCEQN-4622,106,S,0.0,A,2004.0,12/16/2010
441,FCEQN,FCEQN-4682,101,N,1.0,P,2014.0,12/16/2010
442,FCEQN,FCEQN-4803,172,N,1.0,P,2005.0,02/10/2011
443,FCEQN,FCEQN-4808,143,S,0.0,A,2004.0,04/20/2011
444,FCEQN,FCEQN-4832,104,N,1.0,P,2004.0,04/20/2011
445,FCEQN,FCEQN-4835,101,S,0.0,P,2003.0,04/24/2011
446,FCEQN,FCEQN-4877,143,S,2.0,P,2014.0,04/24/2011
447,FCEQN,FCEQN-4889,147,S,1.0,P,2014.0,04/25/2011
448,FCEQN,FCEQN-4906,143,S,2.0,P,,04/25/2011
449,FCEQN,FCEQN-4931,147,S,0.0,A,,04/26/2011
450,FCEQN,FCEQN-4936,147,N,1.0,P,2005.0,04/26/2011
451,FCEQN,FCEQN-4956,102,S,0.0,A,2005.0,04/27/2011
452,FCEQN,FCEQN-4958,102,N,0.0,P,2005.0,04/27/2011
453,FCEQN,FCEQN-4964,102,N,2.0,P,2009.0,04/28/2011
454,FCEQN,FCEQN-4966,143,N,0.0,P,2012.0,04/28/2011
455,FCEQN,FCEQN-4988,102,S,1.0,A,2006.0,05/15/2011
456,FCEQN,FCEQN-4994,170,N,1.0,A,2010.0,11/28/2011
457,FCEQN,FCEQN-5001,147,S,1.0,A,2008.0,11/28/2011
458,FCEQN,FCEQN-5039,104,S,1.0,P,2014.0,11/28/2011
459,FCEQN,FCEQN-5072,106,N,1.0,P,2014.0,11/29/2011
460,FCEQN,FCEQN-5076,101,S,2.0,P,2012.0,11/29/2011
461,FCEQN,FCEQN-5132,104,N,1.0,A,2012.0,11/29/2011
462,FCEQN,FCEQN-5137,147,S,0.0,A,2006.0,11/30/2011
463,FCEQN,FCEQN-5142,104,S,1.0,A,2010.0,11/30/2011
464,FCEQN,FCEQN-5146,104,S,1.0,A,2012.0,12/01/2011
465,FCEQN,FCEQN-5147,147,S,2.0,P,2008.0,12/01/2011
466,FCEQN,FCEQN-5153,104,S,2.0,A,2008.0,12/01/2011
467,FCEQN,FCEQN-5157,172,S,0.0,A,2005.0,12/01/2011
468,FCEQN,FCEQN-5158,147,S,0.0,A,2007.0,12/01/2011
469,FCEQN,FCEQN-5159,143,N,0.0,P,2010.0,12/01/2011
470,FCEQN,FCEQN-5172,104,S,1.0,P,2014.0,12/01/2011
471,FCEQN,FCEQN-5176,104,S,1.0,A,2011.0,12/01/2011
472,FCEQN,FCEQN-5178,102,S,2.0,A,2011.0,12/04/2011
473,FCEQN,FCEQN-5184,102,S,2.0,A,2007.0,12/04/2011
474,FCEQN,FCEQN-5186,104,N,1.0,P,2012.0,12/04/2011
475,FCEQN,FCEQN-5189,147,S,1.0,A,2006.0,12/04/2011
476,FCEQN,FCEQN-5193,104,S,2.0,A,,12/04/2011
477,FCEQN,FCEQN-5194,104,N,0.0,P,2006.0,12/04/2011
478,FCEQN,FCEQN-5204,104,N,0.0,P,2008.0,12/04/2011
479,FCEQN,FCEQN-5205,104,S,2.0,P,2008.0,12/05/2011
480,FCEQN,FCEQN-5210,106,N,1.0,A,2005.0,12/05/2011
481,FCEQN,FCEQN-5211,172,N,1.0,P,2011.0,12/05/2011
482,FCEQN,FCEQN-5212,SAC,N,0.0,P,,12/05/2011
483,FCEQN,FCEQN-5215,104,N,1.0,P,2010.0,12/05/2011
484,FCEQN,FCEQN-5219,101,N,1.0,P,2009.0,12/05/2011
485,FCEQN,FCEQN-5224,147,N,0.0,P,2014.0,12/05/2011
486,FCEQN,FCEQN-5225,102,N,2.0,P,2007.0,12/05/2011
487,FCEQN,FCEQN-5226,SAC,S,2.0,A,2008.0,12/05/2011
488,FCEQN,FCEQN-5231,106,S,2.0,P,2014.0,12/05/2011
489,FCEQN,FCEQN-5232,104,N,0.0,P,2005.0,12/05/2011
490,FCEQN,FCEQN-5234,147,N,2.0,A,2003.0,12/05/2011
491,FCEQN,FCEQN-5237,106,S,1.0,A,2011.0,12/05/2011
492,FCEQN,FCEQN-5241,104,S,1.0,A,2011.0,12/05/2011
493,FCEQN,FCEQN-5247,SAC,S,0.0,A,2004.0,12/05/2011
494,FCEQN,FCEQN-5249,102,N,1.0,A,2010.0,12/05/2011
495,FCEQN,FCEQN-5253,SAC,S,1.0,P,2014.0,12/06/2011
496,FCEQN,FCEQN-5274,SAC,S,1.0,P,2004.0,12/06/2011
497,FCEQN,FCEQN-5277,104,N,1.0,A,2004.0,12/06/2011
498,FCEQN,FCEQN-5290,104,S,0.0,P,2003.0,12/06/2011
499,FCEQN,FCEQN-5292,172,S,1.0,A,2011.0,12/06/2011
500,FCEQN,FCEQN-5299,147,S,2.0,A,2008.0,12/06/2011
501,FCEQN,FCEQN-5301,SAC,S,0.0,A,2011.0,12/06/2011
502,FCEQN,FCEQN-5303,172,S,2.0,A,2007.0,12/06/2011
503,FCEQN,FCEQN-5306,147,N,1.0,P,2009.0,12/06/2011
504,FCEQN,FCEQN-5321,104,S,1.0,P,2003.0,12/06/2011
505,FCEQN,FCEQN-5323,SAC,S,1.0,A,2003.0,12/06/2011
506,FCEQN,FCEQN-5326,147,N,1.0,A,2006.0,12/06/2011
507,FCEQN,FCEQN-5327,SAC,S,1.0,P,,12/06/2011
508,FCEQN,FCEQN-5328,147,N,1.0,A,2011.0,12/06/2011
509,FCEQN,FCEQN-5329,104,S,2.0,P,2006.0,12/07/2011
510,FCEQN,FCEQN-5330,147,N,1.0,P,2005.0,12/07/2011
511,FCEQN,FCEQN-5332,101,S,0.0,A,2011.0,12/07/2011
512,FCEQN,FCEQN-5333,104,N,1.0,A,2000.0,12/07/2011
513,FCEQN,FCEQN-5334,147,S,1.0,P,,12/07/2011
514,FCEQN,FCEQN-5335,102,N,1.0,P,2006.0,12/07/2011
515,FCEQN,FCEQN-5336,172,S,0.0,P,2005.0,12/07/2011
516,FCEQN,FCEQN-5340,102,N,2.0,P,2009.0,12/07/2011
517,FCEQN,FCEQN-5342,104,N,2.0,P,2011.0,12/07/2011
518,FCEQN,FCEQN-5346,104,N,1.0,A,2006.0,12/07/2011
519,FCEQN,FCEQN-5347,SAC,S,2.0,A,,12/07/2011
520,FCEQN,FCEQN-5349,102,N,0.0,P,2010.0,12/11/2011
521,FCEQN,FCEQN-5352,147,N,1.0,P,,12/11/2011
522,FCEQN,FCEQN-5353,106,N,0.0,P,2003.0,12/11/2011
523,FCEQN,FCEQN-5355,104,S,0.0,A,,12/11/2011
524,FCEQN,FCEQN-5359,104,S,2.0,P,2005.0,12/11/2011
525,FCEQN,FCEQN-5362,147,S,1.0,P,2006.0,12/11/2011
526,FCEQN,FCEQN-5364,102,S,0.0,A,2008.0,12/11/2011
527,FCEQN,FCEQN-5365,147,S,0.0,P,2006.0,12/11/2011
528,FCEQN,FCEQN-5369,SAC,S,0.0,P,2003.0,12/11/2011
529,FCEQN,FCEQN-5370,SAC,S,0.0,P,2004.0,12/11/2011
530,FCEQN,FCEQN-5371,SAC,N,1.0,P,2007.0,12/11/2011
531,FCEQN,FCEQN-5372,SAC,S,1.0,A,2009.0,12/11/2011
532,FCEQN,FCEQN-5378,SAC,S,0.0,A,2007.0,12/11/2011
533,FCEQN,FCEQN-5379,SAC,S,0.0,P,2006.0,12/12/2011
534,FCEQN,FCEQN-5382,SAC,S,0.0,P,2006.0,12/12/2011
535,FCEQN,FCEQN-5384,SAC,N,2.0,A,2012.0,12/12/2011
536,FCEQN,FCEQN-5386,SAC,S,0.0,A,2010.0,12/12/2011
537,FCEQN,FCEQN-5389,172,N,1.0,P,2005.0,12/12/2011
538,FCEQN,FCEQN-5394,147,N,1.0,P,2009.0,12/12/2011
539,FCEQN,FCEQN-5396,102,N,1.0,P,2005.0,12/12/2011
540,FCEQN,FCEQN-5397,SAC,N,1.0,P,2000.0,12/12/2011
541,FCEQN,FCEQN-5404,172,N,1.0,P,2000.0,12/12/2011
542,FCEQN,FCEQN-5405,172,N,0.0,P,,12/12/2011
543,FCEQN,FCEQN-5408,147,N,1.0,A,2006.0,12/13/2011
544,FCEQN,FCEQN-5409,104,S,1.0,A,2000.0,12/13/2011
545,FCEQN,FCEQN-5411,102,N,2.0,P,2003.0,12/13/2011
546,FCEQN,FCEQN-5413,147,S,0.0,A,,12/13/2011
547,FCEQN,FCEQN-5418,104,S,1.0,P,2011.0,12/13/2011
548,FCEQN,FCEQN-5419,102,S,1.0,P,2005.0,12/13/2011
549,FCEQN,FCEQN-5422,101,N,1.0,A,2000.0,12/13/2011
550,FCEQN,FCEQN-5427,102,N,1.0,P,,12/13/2011
551,FCEQN,FCEQN-5430,143,N,0.0,A,2003.0,12/13/2011
552,FCEQN,FCEQN-5431,102,S,2.0,P,2005.0,12/13/2011
553,FCEQN,FCEQN-5439,170,S,1.0,P,2012.0,12/13/2011
554,FCEQN,FCEQN-5448,102,S,2.0,A,2004.0,12/13/2011
555,FCEQN,FCEQN-5451,101,N,2.0,P,2007.0,12/13/2011
556,FCEQN,FCEQN-5458,104,S,1.0,P,2009.0,12/13/2011
557,FCEQN,FCEQN-5459,102,S,1.0,A,2005.0,12/13/2011
558,FCEQN,FCEQN-5462,SAC,S,0.0,P,2011.0,12/13/2011
559,FCEQN,FCEQN-5465,104,S,1.0,P,2006.0,12/13/2011
560,FCEQN,FCEQN-5466,102,N,1.0,P,2003.0,12/13/2011
561,FCEQN,FCEQN-5476,147,N,1.0,P,2014.0,12/13/2011
562,FCEQN,FCEQN-5477,SAC,S,2.0,P,2009.0,12/13/2011
563,FCEQN,FCEQN-5486,147,S,1.0,P,2010.0,12/13/2011
564,FCEQN,FCEQN-5490,SAC,N,2.0,P,2008.0,12/13/2011
565,FCEQN,FCEQN-5493,SAC,S,2.0,A,2014.0,12/13/2011
566,FCEQN,FCEQN-5494,147,N,1.0,A,2006.0,12/13/2011
567,FCEQN,FCEQN-5498,102,S,2.0,P,2003.0,12/13/2011
568,FCEQN,FCEQN-5508,SAC,N,1.0,A,2004.0,12/13/2011
569,FCEQN,FCEQN-5509,172,S,0.0,A,2008.0,12/13/2011
570,FCEQN,FCEQN-5514,SAC,N,2.0,A,2014.0,12/13/2011
571,FCEQN,FCEQN-5516,147,S,0.0,A,2004.0,12/13/2011
572,FCEQN,FCEQN-5517,147,N,1.0,A,2010.0,12/14/2011
573,FCEQN,FCEQN-5518,172,N,1.0,P,2004.0,12/14/2011
574,FCEQN,FCEQN-5519,147,S,1.0,P,2010.0,12/14/2011
575,FCEQN,FCEQN-5531,104,S,1.0,P,2006.0,12/14/2011
576,FCEQN,FCEQN-5533,104,S,1.0,A,2014.0,12/14/2011
577,FCEQN,FCEQN-5538,102,S,1.0,P,,12/14/2011
578,FCEQN,FCEQN-5540,147,S,1.0,P,2012.0,12/14/2011
579,FCEQN,FCEQN-5546,SAC,N,2.0,P,2005.0,12/14/2011
580,FCEQN,FCEQN-5552,SAC,S,1.0,A,2006.0,12/14/2011
581,FCEQN,FCEQN-5554,SAC,N,2.0,P,,12/14/2011
582,FCEQN,FCEQN-5555,104,N,1.0,P,2008.0,12/14/2011
583,FCEQN,FCEQN-5556,102,N,0.0,A,2007.0,12/14/2011
584,FCEQN,FCEQN-5559,170,S,0.0,A,2007.0,12/15/2011
585,FCEQN,FCEQN-5561,147,S,0.0,A,2000.0,12/15/2011
586,FCEQN,FCEQN-5563,SAC,S,2.0,A,2009.0,12/15/2011
587,FCEQN,FCEQN-5564,106,N,0.0,P,2008.0,12/15/2011
588,FCEQN,FCEQN-5566,102,S,1.0,P,2012.0,12/15/2011
589,FCEQN,FCEQN-5574,SAC,S,0.0,A,2014.0,12/15/2011
590,FCEQN,FCEQN-5575,SAC,N,2.0,A,2011.0,12/18/2011
591,FCEQN,FCEQN-5586,SAC,S,1.0,A,2006.0,12/19/2011
592,FCEQN,FCEQN-5596,101,S,1.0,A,2010.0,12/19/2011
593,FCEQN,FCEQN-5603,147,S,1.0,A,2007.0,12/19/2011
594,FCEQN,FCEQN-5607,102,N,1.0,P,2003.0,12/19/2011
595,FCEQN,FCEQN-5609,147,S,1.0,A,2011.0,12/19/2011
596,FCEQN,FCEQN-5608,SAC,S,0.0,P,2005.0,12/19/2011
597,FCEQN,FCEQN-5616,172,S,1.0,P,2014.0,12/26/2011
598,FCEQN,FCEQN-5618,147,S,2.0,P,2009.0,12/28/2011
599,FCEQN,FCEQN-5621,SAC,N,1.0,P,2010.0,01/30/2012
600,FCEQN,FCEQN-5623,104,N,2.0,P,2011.0,01/30/2012
601,FCEQN,FCEQN-5633,143,N,1.0,P,2007.0,02/01/2012
602,FCEQN,FCEQN-5635,147,S,2.0,A,2008.0,02/01/2012
603,FCEQN,FCEQN-5637,147,S,1.0,P,,02/01/2012
604,FCEQN,FCEQN-5638,104,S,2.0,A,2007.0,02/02/2012
605,FCEQN,FCEQN-5640,147,N,2.0,P,2008.0,02/02/2012
606,FCEQN,FCEQN-5643,SAC,S,2.0,P,2006.0,02/02/2012
607,FCEQN,FCEQN-5644,SAC,N,1.0,A,2000.0,02/06/2012
608,FCEQN,FCEQN-5647,102,N,2.0,A,2011.0,02/07/2012
609,FCEQN,FCEQN-5654,104,S,1.0,A,,02/13/2012
610,FCEQN,FCEQN-5656,104,S,1.0,A,2010.0,03/23/2012
611,FCEQN,FCEQN-5663,106,N,0.0,P,2000.0,04/12/2012
612,FCEQN,FCEQN-5666,102,S,1.0,A,2010.0,04/12/2012
613,FCEQN,FCEQN-5669,172,S,2.0,A,2006.0,04/12/2012
614,FCEQN,FCEQN-5674,172,S,0.0,A,2012.0,04/13/2012
615,FCEQN,FCEQN-5675,147,N,0.0,P,2010.0,04/13/2012
616,FCEQN,FCEQN-5681,SAC,N,0.0,P,2010.0,04/13/2012
617,FCEQN,FCEQN-5682,143,S,1.0,A,2006.0,04/13/2012
618,FCEQN,FCEQN-5684,SAC,N,1.0,P,2014.0,04/13/2012
619,FCEQN,FCEQN-5685,SAC,N,2.0,P,2004.0,05/10/2012
620,FCEQN,FCEQN-5688,147,N,1.0,P,2010.0,05/14/2012
621,FCEQN,FCEQN-5689,170,N,1.0,P,2008.0,05/16/2012
622,FCEQN,FCEQN-5695,143,N,2.0,A,2010.0,09/05/2012
623,FCEQN,FCEQN-5700,147,N,0.0,A,2011.0,09/05/2012
624,FCEQN,FCEQN-5701,104,S,1.0,P,2014.0,02/19/2004
625,FCEQN,FCEQN-5708,SAC,N,1.0,P,2007.0,12/19/2011
626,FCEQN,FCEQN-5710,SAC,S,0.0,A,2004.0,12/13/2011
627,FCEQN,FCEQN-5713,104,S,1.0,P,2007.0,12/13/2011
628,FCEQN,FCEQN-5714,SAC,N,0.0,P,2014.0,11/28/2012
629,FCEQN,FCEQN-5718,104,S,0.0,P,2003.0,11/29/2012
630,FCEQN,FCEQN-5719,147,N,0.0,P,2012.0,12/05/2012
631,FCEQN,FCEQN-5721,102,S,1.0,A,2011.0,12/05/2012
632,FCEQN,FCEQN-5724,102,N,2.0,P,2005.0,12/05/2012
633,FCEQN,FCEQN-5742,172,N,1.0,P,,12/05/2012
634,FCEQN,FCEQN-5746,102,S,1.0,A,,12/05/2012
635,FCEQN,FCEQN-5760,SAC,S,1.0,A,2005.0,12/05/2012
636,FCEQN,FCEQN-5768,102,S,2.0,A,2008.0,12/05/2012
637,FCEQN,FCEQN-5769,SAC,S,1.0,P,2011.0,12/06/2012
638,FCEQN,FCEQN-5770,172,S,1.0,P,2000.0,12/07/2012
639,FCEQN,FCEQN-5771,172,N,2.0,P,2006.0,12/07/2012
640,FCEQN,FCEQN-5777,102,N,0.0,P,2011.0,12/07/2012
641,FCEQN,FCEQN-5778,102,S,2.0,P,,05/11/2006
642,FCEQN,FCEQN-5779,147,S,1.0,A,2011.0,12/14/2012
643,FCEQN,FCEQN-5781,147,N,1.0,P,2009.0,12/14/2012
644,FCEQN,FCEQN-5785,147,S,1.0,P,2010.0,12/14/2012
645,FCEQN,FCEQN-5786,172,N,0.0,P,2003.0,12/14/2012
646,FCEQN,FCEQN-5788,102,N,2.0,P,,12/14/2012
647,FCEQN,FCEQN-5789,147,S,1.0,A,,12/14/2012
648,FCEQN,FCEQN-5790,172,N,1.0,A,2012.0,12/14/2012
649,FCEQN,FCEQN-5791,104,N,1.0,P,2007.0,12/14/2012
650,FCEQN,FCEQN-5796,102,N,1.0,P,2014.0,12/14/2012
651,FCEQN,FCEQN-5798,147,N,0.0,A,2003.0,12/14/2012
652,FCEQN,FCEQN-5802,172,N,0.0,A,2004.0,12/17/2012
653,FCEQN,FCEQN-5803,172,S,0.0,A,,12/17/2012
654,FCEQN,FCEQN-5804,101,N,0.0,A,2003.0,12/14/2012
655,FCEQN,FCEQN-5805,114,S,0.0,A,2003.0,02/10/2003
656,FCEQN,FCEQN-5812,114,S,0.0,P,2000.0,11/27/2012
657,FCEQN,FCEQN-5814,114,S,1.0,P,,01/29/2013
658,FCEQN,FCEQN-5820,147,S,1.0,A,2008.0,01/30/2013
659,FCEQN,FCEQN-5823,172,N,0.0,P,2000.0,01/31/2013
660,FCEQN,FCEQN-5827,104,S,1.0,P,2003.0,01/31/2013
661,FCEQN,FCEQN-5830,104,S,0.0,A,2003.0,01/31/2013
662,FCEQN,FCEQN-5833,104,S,1.0,P,,02/01/2013
663,FCEQN,FCEQN-5834,104,S,2.0,P,2000.0,02/01/2013
664,FCEQN,FCEQN-5836,147,N,1.0,P,2003.0,02/01/2013
665,FCEQN,FCEQN-5841,104,S,0.0,P,2014.0,02/01/2013
666,FCEQN,FCEQN-5845,102,S,0.0,A,2014.0,02/04/2013
667,FCEQN,FCEQN-5852,104,N,1.0,P,2007.0,02/06/2013
668,FCEQN,FCEQN-5853,104,N,2.0,P,2003.0,02/07/2013
669,FCEQN,FCEQN-5860,172,S,0.0,A,2009.0,02/07/2013
670,FCEQN,FCEQN-5864,104,S,2.0,P,2012.0,02/07/2013
671,FCEQN,FCEQN-5865,172,S,1.0,P,2004.0,02/07/2013
672,FCEQN,FCEQN-5868,104,S,0.0,A,2011.0,02/08/2013
673,FCEQN,FCEQN-5873,104,N,1.0,P,2005.0,02/11/2013
674,FCEQN,FCEQN-5874,104,S,0.0,A,2009.0,02/12/2013
675,FCEQN,FCEQN-5875,147,S,1.0,P,2014.0,02/12/2013
676,FCEQN,FCEQN-5877,147,N,1.0,A,2008.0,02/12/2013
677,FCEQN,FCEQN-5878,172,S,2.0,P,2014.0,02/14/2013
678,FCEQN,FCEQN-5879,102,S,0.0,P,2000.0,02/14/2013
679,FCEQN,FCEQN-5881,104,S,1.0,A,2008.0,02/08/1996
680,FCEQN,FCEQN-5882,102,N,1.0,P,2012.0,02/29/2013
681,FCEQN,FCEQN-5883,102,N,1.0,A,2000.0,02/29/2013
682,FCEQN,FCEQN-5885,104,S,0.0,A,2006.0,02/07/2007
683,FCEQN,FCEQN-5887,102,S,1.0,P,2007.0,12/19/2007
684,FCEQN,FCEQN-5888,172,S,1.0,P,2008.0,03/14/2013
685,FCEQN,FCEQN-5897,170,N,0.0,P,2008.0,03/14/2013
686,FCEQN,FCEQN-5899,172,N,2.0,P,2011.0,12/11/2012
687,FCEQN,FCEQN-5903,102,N,1.0,P,2014.0,12/05/2012
688,FCEQN,FCEQN-5904,104,S,1.0,P,2012.0,12/07/2012
689,FCEQN,FCEQN-5907,101,S,2.0,A,2007.0,12/11/2012
690,FCEQN,FCEQN-5915,147,N,0.0,A,2010.0,12/07/2012
691,FCEQN,FCEQN-5919,104,N,1.0,P,2010.0,12/07/2012
692,FCEQN,FCEQN-5920,102,N,1.0,P,2011.0,12/14/2012
693,FCEQN,FCEQN-5922,102,S,0.0,A,,12/13/2012
694,FCEQN,FCEQN-5924,101,N,0.0,A,2012.0,12/01/2011
695,FCEQN,FCEQN-5925,172,S,2.0,A,2011.0,05/14/2006
696,FCEQN,FCEQN-5926,101,S,1.0,A,2008.0,04/04/2013
697,FCEQN,FCEQN-5928,104,N,1.0,P,2011.0,04/07/2013
698,FCEQN,FCEQN-5929,101,S,1.0,A,2007.0,12/14/2012
699,FCEQN,FCEQN-5931,104,N,2.0,P,2008.0,12/06/2012
700,FCEQN,FCEQN-5932,147,S,1.0,P,2014.0,12/14/2012
701,FCEQN,FCEQN-5938,172,S,0.0,A,2008.0,12/12/2012
702,FCEQN,FCEQN-5939,101,N,2.0,P,2005.0,12/19/2012
703,FCEQN,FCEQN-5943,147,S,2.0,A,2005.0,12/13/2012
704,FCEQN,FCEQN-5948,102,N,1.0,A,2010.0,12/05/2012
705,FCEQN,FCEQN-5950,102,N,2.0,A,2011.0,04/14/2013
706,FCEQN,FCEQN-5953,172,S,2.0,A,2005.0,12/14/2012
707,FCEQN,FCEQN-5959,147,N,1.0,P,,02/04/2013
708,FCEQN,FCEQN-5962,101,N,1.0,P,2005.0,12/14/2012
709,FCEQN,FCEQN-5964,172,S,2.0,P,2014.0,01/30/2013
710,FCEQN,FCEQN-5965,172,S,2.0,A,2012.0,04/04/2010
711,FCEQN,FCEQN-5970,147,S,2.0,A,2000.0,04/17/2013
712,FCEQN,FCEQN-5974,172,N,0.0,A,2009.0,02/07/2013
713,FCEQN,FCEQN-5976,102,S,1.0,P,2005.0,12/14/2012
714,FCEQN,FCEQN-5978,143,N,0.0,A,2009.0,05/07/2013
715,FCEQN,FCEQN-5979,170,S,0.0,A,2010.0,05/15/2006
716,FCEQN,FCEQN-5980,143,S,1.0,A,2000.0,02/19/2004
717,FCEQN,FCEQN-5981,101,N,1.0,P,2012.0,06/13/2006
718,FCEQN,FCEQN-5988,147,S,2.0,P,,12/26/2006
719,FCEQN,FCEQN-5992,101,S,1.0,P,,02/29/2013
720,FCEQN,FCEQN-5997,143,S,1.0,P,2010.0,12/05/2011
721,FCEQN,FCEQN-6003,102,S,0.0,P,2006.0,02/01/2013
722,FCEQN,FCEQN-6009,104,N,1.0,P,2014.0,02/01/2013
723,FCEQN,FCEQN-6010,143,N,0.0,A,2011.0,12/14/2011
724,FCEQN,FCEQN-6011,143,N,1.0,P,,12/19/2011
